timestamp,symbol,open,high,low,close,volume
2024-01-02 20:00:00+00:00,BTC,45704.8843,45804.1276,45681.0991,45702.8847,6657.39
2024-01-02 21:00:00+00:00,BTC,45617.9828,45794.2297,45340.7882,45764.3212,6053.67
2024-01-02 22:00:00+00:00,BTC,45800.4324,46061.1207,45766.3939,46009.3819,9582.72
2024-01-02 23:00:00+00:00,BTC,45956.1662,46175.2631,45679.6748,46072.6148,4612.55
2024-01-03 00:00:00+00:00,BTC,46099.3839,46343.2744,45867.6802,46264.7523,16746.76
2024-01-03 01:00:00+00:00,BTC,46191.7993,46416.1919,46073.4773,46284.0951,14640.69
2024-01-03 02:00:00+00:00,BTC,46346.7681,46373.9402,46034.9415,46366.3063,18285.88
2024-01-03 03:00:00+00:00,BTC,46345.4458,46724.0017,46135.1419,46546.0916,9835.12
2024-01-03 04:00:00+00:00,BTC,46571.892,46706.0364,46030.8019,46132.7904,8948.09
2024-01-03 05:00:00+00:00,BTC,46128.2641,46447.2214,45967.4002,46042.762,17848.13
2024-01-03 06:00:00+00:00,BTC,46017.9497,46159.7622,45756.6141,45910.5211,7217.7
2024-01-03 07:00:00+00:00,BTC,45920.1534,46003.3913,45639.4471,45731.4462,7173.04
2024-01-03 08:00:00+00:00,BTC,45788.4681,45799.911,45622.5194,45654.6486,5013.59
2024-01-03 09:00:00+00:00,BTC,45692.818,46163.7772,45501.7567,46074.71,16624.84
2024-01-03 10:00:00+00:00,BTC,46037.1275,46199.2037,45811.0551,45831.2542,5827.97
2024-01-03 11:00:00+00:00,BTC,45780.5489,46121.8078,45753.425,46104.0086,3463.49
2024-01-03 12:00:00+00:00,BTC,46137.6307,46163.7144,45431.0189,45631.5169,12756.18
2024-01-03 13:00:00+00:00,BTC,45649.145,45782.0335,45473.0764,45538.224,9427.24
2024-01-03 14:00:00+00:00,BTC,45546.2541,45609.6631,45440.6923,45583.8224,7834.46
2024-01-03 15:00:00+00:00,BTC,45581.7988,45854.4982,45550.9446,45747.9468,12422.15
2024-01-03 16:00:00+00:00,BTC,45682.6234,46093.0557,45629.9397,45947.8214,8072.81
2024-01-03 17:00:00+00:00,BTC,45926.2195,46386.1899,45809.4898,46171.7824,14685.43
2024-01-03 18:00:00+00:00,BTC,46158.4524,46347.2255,46066.6382,46073.4799,2312.39
2024-01-03 19:00:00+00:00,BTC,46032.4834,46103.5352,45900.3914,45943.4073,19345.21
2024-01-03 20:00:00+00:00,BTC,45873.4913,46361.3365,45811.8659,46185.622,6339.76
2024-01-03 21:00:00+00:00,BTC,46131.9322,46141.6765,46055.7974,46131.7397,8394.01
2024-01-03 22:00:00+00:00,BTC,46109.4323,46219.8821,45688.3661,45772.9555,9832.92
2024-01-03 23:00:00+00:00,BTC,45757.8072,46024.7022,45101.6019,45456.5831,8976.72
2024-01-04 00:00:00+00:00,BTC,45454.7187,45729.0711,44961.8329,45201.5486,17201.24
2024-01-04 01:00:00+00:00,BTC,45147.0969,45379.3308,45137.8941,45339.5622,26638.15
2024-01-04 02:00:00+00:00,BTC,45349.4158,45508.6051,45247.2554,45379.3126,9972.01
2024-01-04 03:00:00+00:00,BTC,45405.8273,45611.8913,45178.2191,45571.788,8380.89
2024-01-04 04:00:00+00:00,BTC,45530.4585,45732.07,45247.6862,45452.9002,28974.1
2024-01-04 05:00:00+00:00,BTC,45393.9159,45515.4602,45346.2862,45497.2393,10659.75
2024-01-04 06:00:00+00:00,BTC,45427.3287,45772.6975,45332.3268,45672.0613,19377.66
2024-01-04 07:00:00+00:00,BTC,45613.381,45632.5721,45458.1104,45585.8141,26769.31
2024-01-04 08:00:00+00:00,BTC,45633.9418,46027.8676,45583.8457,45713.6941,2729.65
2024-01-04 09:00:00+00:00,BTC,45763.8092,45774.2085,45238.448,45528.9606,9570.98
2024-01-04 10:00:00+00:00,BTC,45539.4861,45816.0513,45345.2385,45428.0404,14873.38
2024-01-04 11:00:00+00:00,BTC,45423.568,45696.2363,45196.0511,45322.1581,5702.72
2024-01-04 12:00:00+00:00,BTC,45287.2513,45474.2502,44895.4572,44991.664,12489.59
2024-01-04 13:00:00+00:00,BTC,45009.7968,45133.3783,44944.0607,45126.2213,7354.18
2024-01-04 14:00:00+00:00,BTC,45062.1341,45101.1921,44747.4746,44996.8801,9412.66
2024-01-04 15:00:00+00:00,BTC,44994.9558,45047.1915,44848.3599,45000.5105,7945.93
2024-01-04 16:00:00+00:00,BTC,45001.5017,45449.7104,44926.3854,45133.3735,13563.6
2024-01-04 17:00:00+00:00,BTC,45091.2751,45340.279,45016.4862,45257.1451,14818.33
2024-01-04 18:00:00+00:00,BTC,45233.2146,45528.6786,45059.7338,45442.117,8788.41
2024-01-04 19:00:00+00:00,BTC,45441.1709,45457.9488,45317.9097,45414.9085,10375.93
2024-01-04 20:00:00+00:00,BTC,45416.395,45452.7948,45066.0279,45297.5268,12352.27
2024-01-04 21:00:00+00:00,BTC,45358.0679,45366.7155,45249.8567,45275.6079,9023.89
2024-01-04 22:00:00+00:00,BTC,45271.5185,45490.7629,44794.3956,44810.3808,17723.79
2024-01-04 23:00:00+00:00,BTC,44799.5114,44950.304,44404.2917,44415.2232,11511.28
2024-01-05 00:00:00+00:00,BTC,44394.0913,44441.023,44050.4915,44057.1033,11806.47
2024-01-05 01:00:00+00:00,BTC,44034.8213,44177.4166,43727.7466,43789.0548,9045.95
2024-01-05 02:00:00+00:00,BTC,43778.4956,43920.5957,43684.2093,43896.5693,18915.0
2024-01-05 03:00:00+00:00,BTC,43888.482,44094.6034,43593.3386,43654.0225,11225.44
2024-01-05 04:00:00+00:00,BTC,43688.1828,43705.0908,43514.2944,43553.2286,11532.81
2024-01-05 05:00:00+00:00,BTC,43558.5324,43928.796,43473.9005,43901.3082,10855.0
2024-01-05 06:00:00+00:00,BTC,43871.7538,44134.1065,43738.3232,43805.8172,5293.2
2024-01-05 07:00:00+00:00,BTC,43780.1896,44046.2518,43779.0231,44004.2901,8102.78
2024-01-05 08:00:00+00:00,BTC,44031.2472,44180.4471,43588.3549,43753.6081,13814.07
2024-01-05 09:00:00+00:00,BTC,43819.4045,44070.6719,43635.9436,43698.7809,9037.28
2024-01-05 10:00:00+00:00,BTC,43698.5553,43844.271,43432.5805,43445.4747,11758.45
2024-01-05 11:00:00+00:00,BTC,43383.2314,43454.5474,43220.2672,43355.5498,23384.99
2024-01-05 12:00:00+00:00,BTC,43329.767,43724.0326,43229.31,43579.4061,5588.21
2024-01-05 13:00:00+00:00,BTC,43600.6678,43719.8613,42964.2852,43121.0481,15526.0
2024-01-05 14:00:00+00:00,BTC,43101.0385,43368.3682,42926.736,43236.0955,7952.73
2024-01-05 15:00:00+00:00,BTC,43209.4764,43345.9028,43171.7322,43299.2661,8233.9
2024-01-05 16:00:00+00:00,BTC,43335.9704,43351.2937,42952.0049,43142.1916,18106.4
2024-01-05 17:00:00+00:00,BTC,43139.0503,43183.3702,42489.6196,42762.021,15321.32
2024-01-05 18:00:00+00:00,BTC,42787.8598,42829.7207,42719.7647,42781.0914,17945.56
2024-01-05 19:00:00+00:00,BTC,42755.3092,42856.3022,42637.4533,42642.7775,6522.25
2024-01-05 20:00:00+00:00,BTC,42601.7544,42708.9964,42594.4692,42703.7581,8914.5
2024-01-05 21:00:00+00:00,BTC,42653.4203,42907.4882,42586.7532,42709.6509,7712.52
2024-01-05 22:00:00+00:00,BTC,42632.8218,43342.0643,42567.3246,43130.8246,5627.08
2024-01-05 23:00:00+00:00,BTC,43090.0108,43146.7771,43010.7711,43067.8314,9582.8
2024-01-06 00:00:00+00:00,BTC,43090.8138,43262.8572,42485.3189,42798.9213,9010.95
2024-01-06 01:00:00+00:00,BTC,42812.0648,43013.5838,42722.7957,42846.1117,6489.8
2024-01-06 02:00:00+00:00,BTC,42809.6911,43058.8723,42619.5251,42904.0516,4158.52
2024-01-06 03:00:00+00:00,BTC,42924.0304,43294.8711,42752.9805,43262.825,18472.69
2024-01-06 04:00:00+00:00,BTC,43251.2023,43593.9127,43159.8757,43484.8186,19207.25
2024-01-06 05:00:00+00:00,BTC,43441.405,43581.745,43343.1539,43580.135,13141.8
2024-01-06 06:00:00+00:00,BTC,43592.0746,44029.0484,43455.5369,43972.5887,5261.95
2024-01-06 07:00:00+00:00,BTC,43942.0833,44041.0148,43585.4805,43653.8276,20528.02
2024-01-06 08:00:00+00:00,BTC,43715.7406,43728.947,43323.9988,43483.3224,4050.61
2024-01-06 09:00:00+00:00,BTC,43530.1083,43553.5497,43201.387,43237.4726,12594.3
2024-01-06 10:00:00+00:00,BTC,43191.3187,43271.2804,43119.8859,43134.5638,7348.96
2024-01-06 11:00:00+00:00,BTC,43158.5814,43269.028,42733.7602,42772.6269,24623.49
2024-01-06 12:00:00+00:00,BTC,42819.7412,42967.9178,42809.8866,42939.4935,10462.38
2024-01-06 13:00:00+00:00,BTC,42939.9456,42943.4222,42711.3205,42881.2785,6853.4
2024-01-06 14:00:00+00:00,BTC,42894.3155,42916.6272,42358.0271,42496.9661,5087.98
2024-01-06 15:00:00+00:00,BTC,42526.4812,42532.1336,42109.7929,42233.6682,8926.31
2024-01-06 16:00:00+00:00,BTC,42247.2598,42362.0586,42200.7912,42315.0056,6192.12
2024-01-06 17:00:00+00:00,BTC,42325.9538,42622.6671,42286.752,42532.9211,21404.96
2024-01-06 18:00:00+00:00,BTC,42553.2792,43127.843,42457.7472,43056.3613,7047.74
2024-01-06 19:00:00+00:00,BTC,43030.9523,43847.6897,43015.2579,43831.7238,19578.5
2024-01-06 20:00:00+00:00,BTC,43826.9527,44186.0092,43632.0555,43943.2812,16267.83
2024-01-06 21:00:00+00:00,BTC,43941.4027,44110.6715,43426.6117,43677.987,16029.36
2024-01-06 22:00:00+00:00,BTC,43695.094,43723.0214,43055.6721,43111.6106,14531.32
2024-01-06 23:00:00+00:00,BTC,43161.542,43321.8175,42894.9955,43182.5253,11408.54
2024-01-07 00:00:00+00:00,BTC,43208.0599,43386.7008,42968.2659,42968.2661,10994.84
2024-01-07 01:00:00+00:00,BTC,42923.6078,43064.3967,42597.2651,42859.2924,3597.17
2024-01-07 02:00:00+00:00,BTC,42910.9795,43016.5659,42696.3715,42699.121,19010.94
2024-01-07 03:00:00+00:00,BTC,42697.5026,42721.753,42649.4542,42662.501,15189.02
2024-01-07 04:00:00+00:00,BTC,42614.8644,43017.7836,42592.4922,42942.0818,27157.14
2024-01-07 05:00:00+00:00,BTC,42921.7061,43003.7068,42904.3557,42983.5791,14641.75
2024-01-07 06:00:00+00:00,BTC,43005.869,43192.8705,42837.0171,42942.0225,9431.17
2024-01-07 07:00:00+00:00,BTC,42906.9749,42972.2717,42662.7426,42670.7213,11539.15
2024-01-07 08:00:00+00:00,BTC,42570.8767,42623.3387,42070.1497,42235.5325,9375.32
2024-01-07 09:00:00+00:00,BTC,42228.6005,42273.7936,41938.1152,42110.117,7094.78
2024-01-07 10:00:00+00:00,BTC,42056.4689,42175.822,42001.4539,42096.4258,11150.95
2024-01-07 11:00:00+00:00,BTC,42062.8003,42789.1065,42016.6512,42554.8282,17193.29
2024-01-07 12:00:00+00:00,BTC,42514.079,42620.6538,42393.0628,42588.968,4253.8
2024-01-07 13:00:00+00:00,BTC,42604.8642,42909.1994,42591.2672,42846.2208,4624.5
2024-01-07 14:00:00+00:00,BTC,42816.4649,42934.3753,42594.1997,42715.5945,7597.69
2024-01-07 15:00:00+00:00,BTC,42720.8795,42851.2018,42355.1171,42406.9371,15414.88
2024-01-07 16:00:00+00:00,BTC,42407.0734,42552.7667,42056.6147,42157.2223,12201.1
2024-01-07 17:00:00+00:00,BTC,42097.0005,42127.2376,41940.5336,41970.5886,3841.56
2024-01-07 18:00:00+00:00,BTC,41925.4043,42534.7712,41727.8572,42521.3979,6888.85
2024-01-07 19:00:00+00:00,BTC,42498.4529,42644.0005,42278.0984,42308.2309,4023.79
2024-01-07 20:00:00+00:00,BTC,42297.1272,42606.1273,41896.0341,42526.2058,15161.5
2024-01-07 21:00:00+00:00,BTC,42551.9116,42646.2012,42254.9375,42291.8917,6249.91
2024-01-07 22:00:00+00:00,BTC,42326.1798,42581.1247,42281.9228,42534.0208,3238.76
2024-01-07 23:00:00+00:00,BTC,42551.565,42682.6714,42501.2999,42634.5836,4246.58
